Experiment: 1,    Subject: 1 
AngleDiff   Noise  RefAngle   SubjDecision  SubjEstimate  Feedback   TrialOrder 
    -3       18      46.67         -1         56.72074         -1        963 
    -3       18      50.00         -1         57.75324         -1        978 
    -3       18      53.33          1         58.10639         -1       1077 
    -3       18      56.67         -1         66.91277         -1       1370 
    -3       18      60.00         -1         68.47569         -1         37 
    -3       18      63.33          1         67.68986         -1       1369 
    -3       18      66.67         -1         75.70075         -1        430 
    -3       18      70.00         -1         76.97359         -1         64 
    -3       18      73.33         -1         79.55781         -1        637 
    -3       18      76.67         -1         83.06961         -1       1161 
    -3       18      80.00         -1         86.63446         -1       1008 
    -3       18      83.33         -1         90.22556         -1       1245 
    -3       18      86.67         -1         91.57328         -1       1385 
    -3       18      90.00         -1         93.36728         -1        383 
    -3       18      93.33         -1         96.93211         -1       1152 
    -3       18      96.67         -1        100.44388         -1       1075 
    -3       18     100.00         -1        106.39011         -1        267 
    -3       18     103.33          1        113.64187         -1       1252 
    -3       18     106.67          1        111.91984         -1        158 
    -3       18     110.00         -1        114.76071         -1       1498 
    -3       18     113.33          1        119.13766         -1        692 
    -3       18     116.67         -1        123.51364         -1       1197 
    -3       18     120.00         -1        128.09792         -1        567 
    -3       18     123.33         -1        130.16120         -1       1434 
    -3       18     126.67          1        133.80029         -1        934 
    -3       18     130.00         -1        144.46213         -1       1488 
    -3       18     133.33         -1        143.60630         -1       1643 
    -3       18     136.67         -1        143.34778         -1        539 
    -3       18     140.00         -1        145.06048         -1        829 
    -3       18     143.33          1        146.60718         -1        711 
    -3       18     146.67         -1        152.17021         -1       1371 
    -3       18     150.00         -1        154.71633         -1       1095 
    -3       18     153.33          1        156.63045         -1       1502 
    -3       18     156.67         -1        164.44054         -1        949 
    -3       18     160.00         -1        168.25797         -1        296 
    -3       18     163.33         -1        172.62549         -1        252 
    -3       18     166.67         -1        174.39988         -1        449 
    -3       18     170.00          1        173.51112         -1       1518 
    -3       18     173.33          1        178.87584         -1       1322 
    -3       18     176.67          1          5.15296         -1        446 
    -3       18     180.00          1         11.74036         -1       1443 
     0        3       0.00          1        174.84530          1       1033 
     0        3       3.33          1        176.18511          1        977 
     0        3       6.67          1        178.87584          1        889 
     0        3      10.00          1         11.74036         -1        573 
     0        3      13.33          1         12.59914          1       1569 
     0        3      16.67         -1         18.16171         -1        732 
     0        3      20.00          1         11.74036          1        242 
     0        3      23.33          1         25.70885         -1        921 
     0        3      26.67         -1         25.71106          1       1285 
     0        3      30.00          1         31.67658         -1       1305 
     0        3      33.33         -1         37.58249         -1        371 
     0        3      36.67          1         34.43524          1       1355 
     0        3      40.00         -1         39.34966          1        961 
     0        3      43.33          1         42.34500          1        881 
     0        3      46.67         -1         48.24640         -1       1592 
     0        3      50.00         -1         55.09465         -1       1147 
     0        3      53.33          1         50.22177          1       1581 
     0        3      56.67         -1         60.70079         -1       1510 
     0        3      60.00         -1         64.27718         -1        470 
     0        3      63.33         -1         64.83321         -1        837 
     0        3      66.67         -1         69.42020         -1        397 
     0        3      70.00          1         72.78786         -1       1448 
     0        3      73.33         -1         76.97359         -1        828 
     0        3      76.67         -1         73.61150          1       1004 
     0        3      80.00          1         82.18568         -1       1626 
     0        3      83.33         -1         87.53086         -1        162 
     0        3      86.67         -1         84.84704          1        214 
     0        3      90.00          1         92.02221         -1       1363 
     0        3      93.33         -1         95.60012         -1       1181 
     0        3      96.67         -1         94.70865          1        156 
     0        3     100.00         -1         98.25662          1        752 
     0        3     103.33         -1        108.97725         -1        460 
     0        3     106.67          1        101.74203          1        218 
     0        3     110.00         -1        113.25454         -1        362 
     0        3     113.33         -1        112.86495          1        617 
     0        3     116.67         -1        111.91984          1       1017 
     0        3     120.00         -1        125.28963         -1        328 
     0        3     123.33         -1        125.98086         -1        330 
     0        3     126.67          1        124.69536          1       1525 
     0        3     130.00          1        131.97136         -1       1481 
     0        3     133.33         -1        131.97136          1         41 
     0        3     136.67          1        139.19211         -1        544 
     0        3     140.00         -1        145.16756         -1        382 
     0        3     143.33          1        144.71037         -1        134 
     0        3     146.67          1        139.83880          1       1334 
     0        3     150.00         -1        146.01160          1        906 
     0        3     153.33          1        155.66319         -1       1347 
     0        3     156.67          1        159.21315         -1       1137 
     0        3     160.00         -1        158.80546          1         85 
     0        3     163.33          1        164.44054         -1        541 
     0        3     166.67          1        168.25797         -1        339 
     0        3     170.00         -1        172.18397         -1       1316 
     0        3     173.33          1        171.74338          1        222 
     0        3     176.67          1        169.55612          1       1103 
     0        3     180.00          1        178.42672          1        974 
     0       18       0.00          1        165.69911          1        450 
     0       18       3.33          1          6.04314         -1        123 
     0       18       6.67          1          0.22381          1        822 
     0       18      10.00          1        175.29135          1        129 
     0       18      13.33          1          1.57153          1        145 
     0       18      16.67         -1          4.70691          1       1041 
     0       18      20.00          1         27.42762         -1       1495 
     0       18      23.33          1         17.46987          1       1396 
     0       18      26.67          1         23.81274          1       1304 
     0       18      30.00         -1         37.32872         -1        820 
     0       18      33.33         -1         43.83792         -1        254 
     0       18      36.67         -1         33.86255          1        705 
     0       18      40.00         -1         45.00114         -1       1380 
     0       18      43.33          1         37.32872          1       1573 
     0       18      46.67         -1         54.17286         -1        219 
     0       18      50.00         -1         52.67355         -1       1392 
     0       18      53.33          1         54.75355         -1         42 
     0       18      56.67          1         65.97457         -1       1422 
     0       18      60.00         -1         66.91277         -1        479 
     0       18      63.33         -1         55.78544          1        594 
     0       18      66.67         -1         62.21318          1        400 
     0       18      70.00          1         64.27718          1        139 
     0       18      73.33          1         66.14457          1       1531 
     0       18      76.67         -1         84.40161         -1        265 
     0       18      80.00          1         76.12350          1        437 
     0       18      83.33         -1         87.08248         -1        574 
     0       18      86.67         -1         92.02221         -1        645 
     0       18      90.00         -1         95.15470         -1        354 
     0       18      93.33         -1         96.04487         -1        114 
     0       18      96.67         -1         92.91926          1        338 
     0       18     100.00          1         89.77619          1        916 
     0       18     103.33         -1        113.64187         -1        182 
     0       18     106.67          1        109.52408         -1        815 
     0       18     110.00          1        105.55946          1        398 
     0       18     113.33          1        104.72204          1        549 
     0       18     116.67          1        108.97725          1        806 
     0       18     120.00         -1        124.69536         -1       1351 
     0       18     123.33          1        127.50429         -1        687 
     0       18     126.67         -1        125.04439          1         14 
     0       18     130.00          1        128.09792          1        762 
     0       18     133.33         -1        142.04903         -1        747 
     0       18     136.67          1        130.43829          1        115 
     0       18     140.00         -1        148.01685         -1        597 
     0       18     143.33         -1        148.15344         -1        959 
     0       18     146.67         -1        142.99982          1        247 
     0       18     150.00         -1        141.17005          1        907 
     0       18     153.33          1        156.80097         -1        878 
     0       18     156.67         -1        152.17021          1         50 
     0       18     160.00          1        154.69466          1        719 
     0       18     163.33          1        169.55612         -1        990 
     0       18     166.67          1        173.06789         -1        946 
     0       18     170.00          1        162.24657          1        263 
     0       18     173.33          1        166.97193          1        981 
     0       18     176.67         -1          1.57153         -1        659 
     0       18     180.00          1          3.36554         -1       1449 
     3        3       0.00          1        173.51112          1       1230 
     3        3       3.33          1        176.63272          1        195 
     3        3       6.67          1        177.97779          1       1214 
     3        3      10.00          1        175.29135          1        554 
     3        3      13.33          1          4.26029          1         70 
     3        3      16.67          1         12.17044          1        438 
     3        3      20.00          1         16.80121          1        770 
     3        3      23.33          1         22.15302          1       1131 
     3        3      26.67          1         24.19989          1        463 
     3        3      30.00          1         28.52821          1        633 
     3        3      33.33          1         28.15990          1        789 
     3        3      36.67          1         29.97587          1       1280 
     3        3      40.00         -1         38.17014          1       1616 
     3        3      43.33         -1         42.34500          1       1415 
     3        3      46.67          1         45.00114          1       1476 
     3        3      50.00          1         44.70881          1       1536 
     3        3      53.33          1         48.83482          1         97 
     3        3      56.67          1         52.67355          1        725 
     3        3      60.00          1         54.51210          1        644 
     3        3      63.33         -1         61.84231          1       1163 
     3        3      66.67          1         59.39726          1       1014 
     3        3      70.00         -1         67.30021          1        255 
     3        3      73.33          1         69.96384          1       1055 
     3        3      76.67         -1         74.86005          1        488 
     3        3      80.00          1         77.82956          1       1268 
     3        3      83.33          1         82.18568          1       1061 
     3        3      86.67         -1         80.86690          1       1541 
     3        3      90.00          1         86.18685          1       1372 
     3        3      93.33          1         92.91926          1        475 
     3        3      96.67          1         92.02221          1       1134 
     3        3     100.00          1         96.93211          1       1567 
     3        3     103.33          1        100.44388          1       1621 
     3        3     106.67          1         99.13480          1        595 
     3        3     110.00          1        104.30089          1        735 
     3        3     113.33         -1        111.52585          1       1133 
     3        3     116.67          1        111.12971          1        364 
     3        3     120.00         -1        118.76430          1        160 
     3        3     123.33          1        118.18564          1        969 
     3        3     126.67          1        117.80868          1       1166 
     3        3     130.00          1        124.10333          1        585 
     3        3     133.33          1        125.98086          1        712 
     3        3     136.67          1        135.00000          1        827 
     3        3     140.00          1        134.70159          1       1582 
     3        3     143.33          1        137.42372          1       1515 
     3        3     146.67          1        144.21084          1        355 
     3        3     150.00          1        147.79062          1       1148 
     3        3     153.33          1        142.99982          1         87 
     3        3     156.67          1        152.94488          1       1395 
     3        3     160.00          1        148.01685          1        696 
     3        3     163.33          1        158.40000          1        714 
     3        3     166.67          1        163.36303          1        150 
     3        3     170.00          1        166.97193          1       1637 
     3        3     173.33          1        166.97193          1        848 
     3        3     176.67          1        169.12213          1       1586 
     3        3     180.00          1        173.95513          1       1324 
     3       18       0.00          1        171.74338          1       1037 
     3       18       3.33          1        178.87584          1       1177 
     3       18       6.67          1        178.87584          1        896 
     3       18      10.00          1        179.32510          1        677 
     3       18      13.33          1        178.42672          1       1157 
     3       18      16.67          1        176.18511          1        760 
     3       18      20.00          1          8.25491          1        240 
     3       18      23.33         -1         27.82830          1        816 
     3       18      26.67          1         24.96716          1       1050 
     3       18      30.00          1         24.02759          1        756 
     3       18      33.33          1         24.58470          1       1170 
     3       18      36.67          1         32.02840          1        273 
     3       18      40.00          1         31.46000          1        122 
     3       18      43.33          1         40.57985          1        317 
     3       18      46.67          1         41.16747          1       1117 
     3       18      50.00          1         45.29649          1        291 
     3       18      53.33          1         39.94128          1       1127 
     3       18      56.67          1         47.96719          1       1486 
     3       18      60.00          1         54.51210          1       1346 
     3       18      63.33          1         58.68016          1       1614 
     3       18      66.67         -1         57.88440          1       1464 
     3       18      70.00          1         61.10823          1       1383 
     3       18      73.33         -1         68.47569          1       1391 
     3       18      76.67          1         71.97149          1       1381 
     3       18      80.00         -1         73.19879          1       1025 
     3       18      83.33         -1         87.08248          1        897 
     3       18      86.67          1         80.42940          1        166 
     3       18      90.00          1         86.18685          1        997 
     3       18      93.33          1         87.08248          1        113 
     3       18      96.67         -1         92.47089          1        256 
     3       18     100.00          1         89.77619          1        584 
     3       18     103.33          1         98.25662          1        416 
     3       18     106.67          1         98.69623          1        697 
     3       18     110.00          1        100.44388          1       1259 
     3       18     113.33          1        101.31060          1       1549 
     3       18     116.67          1        100.44388          1        966 
     3       18     120.00          1        115.89590          1       1296 
     3       18     123.33          1        120.81917          1        608 
     3       18     126.67          1        120.81917          1       1262 
     3       18     130.00          1        125.63674          1        457 
     3       18     133.33          1        121.48086          1        582 
     3       18     136.67          1        126.82740          1       1349 
     3       18     140.00          1        128.69304          1        107 
     3       18     143.33          1        140.83244          1       1513 
     3       18     146.67         -1        142.99982          1        655 
     3       18     150.00          1        142.99982          1        148 
     3       18     153.33          1        150.44213          1       1472 
     3       18     156.67          1        151.19839          1       1469 
     3       18     160.00          1        153.53217          1       1020 
     3       18     163.33          1        155.84050          1        940 
     3       18     166.67          1        155.44914          1        440 
     3       18     170.00         -1        165.69911          1       1113 
     3       18     173.33          1        166.97193          1       1002 
     3       18     176.67          1        162.78626          1        557 
     3       18     180.00          1        174.39988          1       1030 
     6        3       0.00          1        169.12213          1        558 
     6        3       3.33          1        175.73797          1        876 
     6        3       6.67          1        177.97779          1       1048 
     6        3      10.00          1          1.12241          1       1190 
     6        3      13.33          1        178.87584          1        213 
     6        3      16.67          1          5.15296          1        356 
     6        3      20.00          1         15.55783          1        601 
     6        3      23.33          1         16.80330          1        955 
     6        3      26.67          1         21.13030          1        234 
     6        3      30.00          1         19.54896          1       1575 
     6        3      33.33          1         26.65961          1        119 
     6        3      36.67          1         31.67658          1        834 
     6        3      40.00          1         36.32298          1        794 
     6        3      43.33          1         34.43524          1       1577 
     6        3      46.67          1         41.16747          1       1362 
     6        3      50.00          1         39.72724          1        152 
     6        3      53.33          1         43.53983          1        968 
     6        3      56.67          1         54.51210          1        609 
     6        3      60.00          1         52.67355          1         38 
     6        3      63.33          1         55.09465          1        614 
     6        3      66.67          1         59.03736          1        560 
     6        3      70.00          1         66.52755          1         46 
     6        3      73.33          1         69.81819          1       1398 
     6        3      76.67          1         69.81819          1        380 
     6        3      80.00          1         76.54779          1        792 
     6        3      83.33          1         79.99302          1        569 
     6        3      86.67          1         82.18568          1       1648 
     6        3      90.00          1         84.84704          1       1225 
     6        3      93.33          1         85.73971          1       1548 
     6        3      96.67          1         91.12416          1        144 
     6        3     100.00          1         95.60012          1       1327 
     6        3     103.33          1         96.04487          1       1207 
     6        3     106.67          1         98.69623          1        872 
     6        3     110.00          1        104.72204          1        965 
     6        3     113.33          1        109.11753          1        519 
     6        3     116.67          1        110.33106          1        269 
     6        3     120.00          1        114.76071          1        788 
     6        3     123.33          1        116.85237          1       1222 
     6        3     126.67          1        117.23272          1       1288 
     6        3     130.00          1        123.51364          1        871 
     6        3     133.33          1        126.82740          1        826 
     6        3     136.67          1        129.83316          1        900 
     6        3     140.00          1        134.10484          1       1562 
     6        3     143.33          1        134.40008          1         89 
     6        3     146.67          1        141.44147          1        619 
     6        3     150.00          1        145.41361          1       1253 
     6        3     153.33          1        149.47952          1        618 
     6        3     156.67          1        148.74252          1        116 
     6        3     160.00          1        151.19839          1        638 
     6        3     163.33          1        152.94488          1        274 
     6        3     166.67          1        157.59589          1        737 
     6        3     170.00          1        158.40000          1        839 
     6        3     173.33          1        163.60989          1       1466 
     6        3     176.67          1        164.85842          1        936 
     6        3     180.00          1        169.55612          1        508 
     6       18       0.00          1        166.12185          1       1150 
     6       18       3.33          1        170.86520          1        523 
     6       18       6.67          1        174.39988          1        743 
     6       18      10.00          1        176.63272          1        337 
     6       18      13.33          1        173.51112          1       1535 
     6       18      16.67          1          6.04314          1        132 
     6       18      20.00          1        177.97779          1        378 
     6       18      23.33          1         16.80330          1        988 
     6       18      26.67          1         20.37534          1         90 
     6       18      30.00          1         22.86559          1       1236 
     6       18      33.33          1         22.86559          1       1261 
     6       18      36.67          1         33.29211          1       1375 
     6       18      40.00         -1         34.09346          1          8 
     6       18      43.33          1         35.01008          1        180 
     6       18      46.67          1         34.90761          1       1193 
     6       18      50.00          1         39.08487          1        883 
     6       18      53.33          1         45.59487          1        939 
     6       18      56.67          1         51.76237          1        721 
     6       18      60.00          1         54.51210          1       1122 
     6       18      63.33          1         58.10639          1       1376 
     6       18      66.67         -1         62.97023          1        840 
     6       18      70.00          1         61.47399          1        893 
     6       18      73.33          1         60.90581          1        500 
     6       18      76.67          1         68.47569          1        312 
     6       18      80.00          1         79.12381          1        984 
     6       18      83.33         -1         74.02597          1       1503 
     6       18      86.67         -1         78.25964          1       1247 
     6       18      90.00          1         83.51285          1        682 
     6       18      93.33          1         83.51285          1        517 
     6       18      96.67          1         87.97954          1       1606 
     6       18     100.00          1         92.02221          1        830 
     6       18     103.33          1         95.60012          1       1287 
     6       18     106.67          1         85.29309          1         15 
     6       18     110.00          1         96.93211          1         74 
     6       18     113.33          1        106.39011          1       1054 
     6       18     116.67         -1        111.52585          1        308 
     6       18     120.00          1        110.73144          1         21 
     6       18     123.33          1        120.45509          1       1011 
     6       18     126.67          1        124.10333          1       1130 
     6       18     130.00         -1        127.16736          1       1539 
     6       18     133.33          1        127.50429          1        902 
     6       18     136.67          1        128.36066          1        153 
     6       18     140.00          1        129.55978          1        349 
     6       18     143.33          1        137.42372          1       1384 
     6       18     146.67          1        137.13232          1       1628 
     6       18     150.00          1        142.99982          1       1379 
     6       18     153.33          1        147.65825          1        126 
     6       18     156.67          1        149.32865          1         18 
     6       18     160.00          1        155.26969          1        424 
     6       18     163.33          1        156.80097          1       1388 
     6       18     166.67          1        155.26969          1        427 
     6       18     170.00          1        164.44054          1       1532 
     6       18     173.33          1        166.54614          1        620 
     6       18     176.67          1        164.85842          1       1158 
     6       18     180.00          1        174.39988          1          9 
     9        3       0.00          1        166.97193          1        779 
     9        3       3.33          1        173.06789          1        368 
     9        3       6.67          1        177.52911          1        941 
     9        3      10.00          1        179.32510          1       1645 
     9        3      13.33          1          0.22381          1       1603 
     9        3      16.67          1        178.42672          1       1633 
     9        3      20.00          1          6.93039          1        580 
     9        3      23.33          1         11.30892          1        191 
     9        3      26.67          1         20.18393          1        360 
     9        3      30.00          1         26.84839          1          2 
     9        3      33.33          1         28.52821          1       1640 
     9        3      36.67          1         31.67658          1        491 
     9        3      40.00          1         31.24606          1       1424 
     9        3      43.33          1         36.66117          1        325 
     9        3      46.67          1         35.58695          1        592 
     9        3      50.00          1         46.78180          1       1523 
     9        3      53.33          1         41.75589          1        745 
     9        3      56.67          1         53.25588          1       1275 
     9        3      60.00          1         50.22177          1        401 
     9        3      63.33          1         56.72074          1       1499 
     9        3      66.67          1         59.39726          1       1613 
     9        3      70.00          1         58.68016          1        847 
     9        3      73.33          1         67.68986          1        593 
     9        3      76.67          1         69.02428          1        623 
     9        3      80.00          1         72.78786          1       1142 
     9        3      83.33          1         74.02597          1        431 
     9        3      86.67          1         76.54779          1        864 
     9        3      90.00          1         82.18568          1        444 
     9        3      93.33          1         82.18568          1        811 
     9        3      96.67          1         89.77619          1        443 
     9        3     100.00          1         91.57328          1        761 
     9        3     103.33          1         94.70865          1        260 
     9        3     106.67          1         95.15470          1       1206 
     9        3     110.00          1        100.44388          1        336 
     9        3     113.33          1        100.44388          1        310 
     9        3     116.67          1        107.75343          1        774 
     9        3     120.00          1        107.34168          1        250 
     9        3     123.33          1        114.76071          1        361 
     9        3     126.67          1        115.50986          1       1587 
     9        3     130.00          1        125.98086          1        264 
     9        3     133.33          1        129.02235          1       1509 
     9        3     136.67          1        129.28952          1       1608 
     9        3     140.00          1        129.55978          1       1526 
     9        3     143.33          1        138.31336          1       1508 
     9        3     146.67          1        138.02864          1       1530 
     9        3     150.00          1        141.78156          1       1039 
     9        3     153.33          1        149.69702          1        651 
     9        3     156.67          1        146.84184          1        612 
     9        3     160.00          1        148.74252          1        223 
     9        3     163.33          1        154.31898          1        583 
     9        3     166.67          1        158.40000          1        773 
     9        3     170.00          1        156.63045          1       1179 
     9        3     173.33          1        157.99680          1        172 
     9        3     176.67          1        163.60989          1       1442 
     9        3     180.00          1        166.54614          1        688 
     9       18       0.00          1        172.18397          1        698 
     9       18       3.33          1        169.55612          1       1183 
     9       18       6.67          1        170.86520          1        553 
     9       18      10.00          1        170.42770          1       1128 
     9       18      13.33          1        177.08074          1        675 
     9       18      16.67          1          2.91752          1        351 
     9       18      20.00          1          6.04314          1        801 
     9       18      23.33          1         14.72247          1       1584 
     9       18      26.67          1         15.55991          1       1402 
     9       18      30.00          1          8.69452          1        481 
     9       18      33.33          1         24.58470          1        484 
     9       18      36.67          1         20.18393          1        466 
     9       18      40.00          1         23.81274          1        547 
     9       18      43.33          1         37.24937          1        293 
     9       18      46.67         -1         39.99317          1        813 
     9       18      50.00          1         43.82601          1        436 
     9       18      53.33          1         47.96719          1        270 
     9       18      56.67         -1         51.76237          1        210 
     9       18      60.00          1         54.51210          1        390 
     9       18      63.33          1         54.51210          1        404 
     9       18      66.67          1         54.51210          1        306 
     9       18      70.00          1         61.47399          1        471 
     9       18      73.33         -1         62.96255          1        957 
     9       18      76.67          1         69.81819          1        948 
     9       18      80.00          1         72.78786          1        465 
     9       18      83.33          1         74.44217          1        528 
     9       18      86.67          1         77.82956          1       1337 
     9       18      90.00          1         83.51285          1       1295 
     9       18      93.33          1         83.51285          1        924 
     9       18      96.67          1         83.06961          1        653 
     9       18     100.00          1         91.57328          1        913 
     9       18     103.33         -1         98.25662          1       1595 
     9       18     106.67          1         94.26203          1        808 
     9       18     110.00          1        105.55946          1       1319 
     9       18     113.33          1        102.60081          1         63 
     9       18     116.67          1        111.12971          1        452 
     9       18     120.00          1        109.92860          1        729 
     9       18     123.33          1        119.13766          1       1188 
     9       18     126.67          1        123.51364          1        918 
     9       18     130.00          1        121.25748          1        994 
     9       18     133.33          1        116.27943          1       1249 
     9       18     136.67          1        123.51364          1        786 
     9       18     140.00          1        131.68664          1       1625 
     9       18     143.33          1        135.91420          1       1504 
     9       18     146.67          1        137.13232          1         92 
     9       18     150.00          1        135.91420          1        298 
     9       18     153.33          1        145.06048          1        793 
     9       18     156.67          1        144.71037          1        587 
     9       18     160.00          1        154.69466          1        513 
     9       18     163.33          1        146.60718          1        775 
     9       18     166.67          1        158.80546          1       1339 
     9       18     170.00          1        162.11409          1       1374 
     9       18     173.33          1        157.99680          1       1141 
     9       18     176.67          1        167.82789          1        439 
     9       18     180.00          1        169.12213          1         31 
    12        3       0.00          1        161.15134          1        713 
    12        3       3.33          1        169.55612          1       1302 
    12        3       6.67          1        171.74338          1       1056 
    12        3      10.00          1        175.29135          1       1167 
    12        3      13.33          1        177.52911          1       1444 
    12        3      16.67          1          0.22381          1       1066 
    12        3      20.00          1          2.91752          1        532 
    12        3      23.33          1         13.02845          1        124 
    12        3      26.67          1         19.64064          1       1068 
    12        3      30.00          1         13.45221          1        680 
    12        3      33.33          1         24.19989          1       1110 
    12        3      36.67          1         30.33138          1       1176 
    12        3      40.00          1         27.59418          1       1092 
    12        3      43.33          1         30.53993          1        995 
    12        3      46.67          1         34.54120          1       1186 
    12        3      50.00          1         43.53983          1       1576 
    12        3      53.33          1         50.22177          1       1267 
    12        3      56.67          1         43.82601          1       1260 
    12        3      60.00          1         55.78544          1         39 
    12        3      63.33          1         52.34414          1         55 
    12        3      66.67          1         55.78544          1        320 
    12        3      70.00          1         59.39726          1        654 
    12        3      73.33          1         63.34257          1        622 
    12        3      76.67          1         67.68986          1       1631 
    12        3      80.00          1         70.21822          1        734 
    12        3      83.33          1         72.37875          1        971 
    12        3      86.67          1         75.27959          1        292 
    12        3      90.00          1         79.12381          1        212 
    12        3      93.33          1         81.30548          1       1282 
    12        3      96.67          1         87.53086          1       1497 
    12        3     100.00          1         87.08248          1       1471 
    12        3     103.33          1         89.77619          1        746 
    12        3     106.67          1         92.47089          1        704 
    12        3     110.00          1         95.60012          1        912 
    12        3     113.33          1         99.57230          1        947 
    12        3     116.67          1        101.31060          1        931 
    12        3     120.00          1        108.57125          1        928 
    12        3     123.33          1        114.19922          1        284 
    12        3     126.67          1        115.89590          1       1172 
    12        3     130.00          1        116.66044          1        323 
    12        3     133.33          1        120.60415          1       1542 
    12        3     136.67          1        127.76323          1        979 
    12        3     140.00          1        130.76369          1         80 
    12        3     143.33          1        125.63674          1       1520 
    12        3     146.67          1        140.49805          1        536 
    12        3     150.00          1        136.22537          1        964 
    12        3     153.33          1        142.39153          1        506 
    12        3     156.67          1        144.21084          1        346 
    12        3     160.00          1        146.36957          1       1187 
    12        3     163.33          1        148.74252          1       1111 
    12        3     166.67          1        155.66319          1       1615 
    12        3     170.00          1        159.21315          1       1274 
    12        3     173.33          1        161.97968          1        550 
    12        3     176.67          1        162.81589          1        348 
    12        3     180.00          1        166.54614          1        781 
    12       18       0.00          1        168.25797          1       1611 
    12       18       3.33          1        166.97193          1         86 
    12       18       6.67          1        169.55612          1          5 
    12       18      10.00          1        173.95513          1        944 
    12       18      13.33          1          0.22381          1        456 
    12       18      16.67          1          2.91752          1        315 
    12       18      20.00          1          4.26029          1        759 
    12       18      23.33          1         16.09379          1        217 
    12       18      26.67          1         24.58470          1       1292 
    12       18      30.00          1         23.47459          1       1189 
    12       18      33.33          1         12.59914          1        797 
    12       18      36.67          1         24.19989          1       1439 
    12       18      40.00          1         32.72400          1       1350 
    12       18      43.33          1         30.33138          1        882 
    12       18      46.67          1         39.99317          1        385 
    12       18      50.00          1         40.57985          1        120 
    12       18      53.33          1         47.96719          1       1493 
    12       18      56.67          1         49.95826          1        753 
    12       18      60.00          1         50.74021          1        552 
    12       18      63.33          1         45.89633          1        379 
    12       18      66.67          1         52.67355          1        206 
    12       18      70.00          1         65.59181          1         69 
    12       18      73.33          1         62.40801          1        405 
    12       18      76.67          1         67.68986          1        194 
    12       18      80.00          1         69.02428          1       1364 
    12       18      83.33          1         71.97149          1        327 
    12       18      86.67          1         76.97359          1        429 
    12       18      90.00          1         87.08248          1        395 
    12       18      93.33         -1         87.08248          1         77 
    12       18      96.67          1         86.18685          1       1297 
    12       18     100.00          1         90.67490          1        632 
    12       18     103.33          1         88.42847          1       1487 
    12       18     106.67          1         96.04487          1       1403 
    12       18     110.00          1         93.36728          1         57 
